"","Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SH.TBL01NL","SH.TBL02NL","SH.TBL04NL","SH.TBL05NL","SH.TBL06NL","SH.TBL07NL","SH.TBL08NL","SH.TBL09NL","SH.TBL10NL","SH.TBL11NL","SH.TBL13NL","SH.TBL14NL","SH.TBL15NL","SH.TBL01C","SH.TBL01I","SH.TBL01E","SH.TBL02I","SH.TBL02E","SH.TBL04C","SH.TBL04I","SH.TBL04E","SH.TBL05I","SH.TBL05E","SH.TBL06C","SH.TBL06E","SH.TBL07I","SH.TBL07E","SH.TBL08I","SH.TBL08E","SH.TBL09I","SH.TBL09E","SH.TBL10I","SH.TBL10E","SH.TBL11C","SH.TBL11I","SH.TBL11E","SH.TBL13I","SH.TBL13E","SH.TBL14C","SH.TBL14I","SH.TBL14E","SH.TBL15C","SH.TBL15I","SH.TBL15E"
"COX7C","COX7C",697.468696492507,0.0471586311768525,0.118540001514265,0.39782883899472,0.690756357660643,0.80478929727294,9.71484801906598,9.17609170591036,9.52439506424799,9.28999155411988,9.14362336949834,9.73968110949042,9.71958180935381,9.31107180834672,9.18390345035122,9.26018915095155,9.40690977091956,9.59328290360703,8.9079309479616,9.71626553631464,9.13407196254022,9.30529700475918,9.43353360169564,9.36197944410107,9.46243553433925,9.3935568947239,9.81021772939347,9.17029583373969,9.22918447002301,9.43965309415738,9.26236711836299,9.75989777922674,9.3226143745226,9.6126241826386,9.51588884339172,9.26764203529282,9.03480446517827,9.65517359866085,9.72296946203003,9.82688720479121,9.33806667699958,9.31841600957633,9.23977906473398,9.67042650532098,9.54781941926163,9.32184604868531,9.26645628174869,9.46565056749737,9.22978173229921,9.19784378497226
"RP11-253M7.1","RP11-253M7.1",11.4443586329433,0.116187078035445,0.292072343656768,0.397802395737899,0.690775851163044,0.80478929727294,3.27658460831628,3.36824091488694,3.51383595032961,3.4948847565087,3.49452812059814,3.38880188098929,3.18319658098341,3.4226211798562,3.44754241560023,3.33990010535157,3.7617226865982,3.39110661198536,3.52636603446583,3.33935994521754,3.5869366373961,3.2813114262265,3.36582967462712,3.49411669142622,3.41972718489539,3.49401972096596,3.51057468957334,3.86434183058529,3.67155197676905,3.56446767717382,3.54474910177223,3.2780187674524,3.42083072005766,3.21760101013784,3.60681523071922,3.49663393560989,3.7337727771566,3.3092193502254,3.21744486252266,3.14954745373574,3.33920697582302,3.18587901309535,3.47357555834524,3.44313030510769,3.66088942599133,3.66460607115461,3.47202040616372,3.36578889226066,3.36808766420796,3.36824914090354
"LINC00493","LINC00493",108.646322857567,-0.0505026497806303,0.127097804409,-0.397352653064824,0.69110742491948,0.805118638481465,7.14145829173524,6.412471368092,6.92699498996047,6.643950048729,6.71784181161546,6.99367381561894,6.89025047649109,6.76058206143812,6.53323439245381,6.73505529035715,6.75405894257677,6.79863924182836,6.35491488779867,6.6895312311037,6.54045318985034,6.67601792827081,6.5248693313528,6.75917048371735,6.69484742216633,6.68733644468018,7.20097931665211,6.43131000852112,6.49981769096248,6.81009012981951,6.68219948538988,7.11040850102137,6.62944889311202,6.90310952956373,6.97274025260843,6.59230966366461,6.29725053015047,6.78948404378403,6.89011121650759,6.9910566391032,6.54584424816647,6.66066767561423,6.74758142416177,6.83300430122361,6.62258767729301,6.76113497327599,6.77825965756609,6.77016028932181,6.64687559821418,6.61584406778301
"CACNA1H","CACNA1H",274.985487440635,0.0710145806789304,0.178849165103877,0.397064088265017,0.691320201153645,0.80530954747105,8.18804324196872,8.33347879749708,8.21441730688328,7.98188296979536,8.00139838262857,7.99343744474346,7.64205049088375,7.69553063636253,7.98344684878849,8.34158461984326,7.63708933910666,7.8773297206705,8.27700457245103,7.93965107141683,8.44835365135821,8.75656090765892,8.15719306229491,8.19740001321164,7.70920559842803,7.99656132693797,7.70453074930831,8.01917815921601,7.93613309540173,8.12880039989659,8.31595135742179,7.94981075533023,8.68185230466455,7.57708148970809,7.68392617546475,8.06672067817806,8.62675873446559,7.53598897158523,8.05411194738577,7.55810844712251,7.92818747251928,8.01741267490133,7.94791924162201,7.54424312569308,7.3932883386455,8.25702222333288,8.15761007546253,7.7285468434484,8.6176440385974,8.07216317667114
"EPHA1-AS1","EPHA1-AS1",63.6688365946558,0.0567932376331797,0.143135645507596,0.396779135146777,0.691530338202389,0.805497355320196,5.6684666964763,6.09405426442964,5.79282667292411,6.26153781351194,5.92898885172893,5.72448518450346,5.51987962303741,5.80692001073094,6.41873898020926,5.94235713410547,6.02341379729513,5.84225900380733,5.98922353775169,5.91882957629987,5.89891477127222,6.01487580166031,6.26495588029433,6.14332437239346,5.76214111649187,5.98101109973562,5.7096190350688,6.08413092902679,6.08753676874228,5.8864619485908,5.84478524945347,5.80349080252831,6.11942965537864,5.96751210526247,5.78905237236929,6.15802397308698,6.06650827826894,5.73326093469649,5.79638682114941,5.84594685188874,6.2210144205831,6.0247175563031,6.32986380307349,5.98638834169711,5.61523828744536,5.84457359795505,6.1304912022938,5.85810724902694,5.93235303811811,6.0561249677962
"ENSG00000183172","ENSG00000183172",128.427729537409,0.0360730218848324,0.0909899728004909,0.396450518387646,0.691772704252981,0.80572267442097,6.95354958516535,6.86473451807049,7.13923777334665,6.99201502443498,6.9343080818736,6.87193661954585,7.06127849631522,6.86057202240804,6.97171585793945,6.98792345758338,7.04573809734884,7.11415219374139,6.92810755572444,6.82581401434713,7.05470661430923,6.84869940352857,6.8774398132697,6.78712698266165,7.12759815127396,6.97743355790144,6.97862555351254,7.10562826506662,7.05858991018638,7.20419692025823,7.18551236538139,6.82013355806116,7.16280396388527,7.35389066350594,7.25112864466716,6.89991938678209,6.9439033244306,6.74553146336062,7.0562356843212,6.89614879390003,7.03361343201954,6.84142710243186,6.90973264349103,6.88777314335203,6.85423118134921,7.07305605185209,7.29730055720567,6.87045571958055,6.88495861906973,6.87863075056487
"TRIM39","TRIM39",150.749007739619,-0.0232002300837619,0.0586104640684237,-0.395837679372018,0.692224778235612,0.806128738398505,7.28858750621126,7.26244287768098,7.12611508601278,7.24295996469162,7.17096573342003,7.19849754452895,7.16438444177156,7.29628791680819,7.26862802509884,7.35511339941874,7.15469539589765,7.32348149324335,7.26843759692271,7.20535212176891,7.32240300565369,7.1213699730916,7.24344395763706,7.04452852765364,7.27200573730065,7.16397713095435,7.28416826598963,7.24073578498185,7.16165279387081,7.31117703269394,7.18004162229091,7.0766609126052,7.06639212065289,7.33728281870642,7.33358934167777,7.22621855750568,7.20440568118042,7.2157356282437,7.21461717793729,7.332114062917,7.20477251360726,7.26532327558874,7.2348437310316,7.23476713803083,7.46116278442697,7.19813363609634,7.37066536530547,7.25893570407581,7.03032240000443,7.14692022608792
"STIM1","STIM1",693.992450684615,-0.0215989951530044,0.0545775031964008,-0.395749052045839,0.6922901651848,0.806128738398505,9.39721319424227,9.62310780165744,9.51774935429878,9.46133229670719,9.50693419392521,9.26861971769556,9.37047588339647,9.38858403762198,9.45633691769396,9.47148067167439,9.37942906473518,9.42493051692434,9.48693823027551,9.44580301749709,9.70758915203759,9.46704472959927,9.63721717438797,9.38419119938491,9.51413179843488,9.45223724906928,9.34583060966412,9.43737568616294,9.4680485203923,9.468450625604,9.51877593377336,9.30269686183102,9.50698076764537,9.36436881259111,9.28042430291065,9.39311631944858,9.45857171633615,9.22789444552952,9.35483807961132,9.42768679146243,9.36072294810892,9.46554478166448,9.5593768801758,9.39641842651131,9.43789380938702,9.31731951346265,9.50469177636958,9.25541957843832,9.45459805710287,9.31928002683264
"ZFAND6","ZFAND6",745.277460352945,0.0245020444335173,0.0619142078963377,0.395741870340016,0.69229546376208,0.806128738398505,9.7037438042706,9.40537894535834,9.55870753876499,9.50674188418761,9.46813030250571,9.62544178353734,9.5076451057697,9.43653338992272,9.47453557856356,9.60174618404426,9.56839499149225,9.66616137464509,9.24967336771394,9.53443958649282,9.37038779311065,9.53868894939294,9.63271332875865,9.589923175517,9.46806805563239,9.49647288615482,9.66650977277787,9.28588726876546,9.52988973535215,9.52511460038397,9.39061228925181,9.5995707277802,9.5615129354084,9.46236818887612,9.49751254667748,9.48755215556573,9.34764484691051,9.54361741075332,9.75826334400272,9.66822597145612,9.72930584823883,9.62859186571443,9.55570942379093,9.72443406665973,9.44049951740226,9.56143731611293,9.54832295270936,9.58425446291312,9.34258222004089,9.57523863567453
"POMT1","POMT1",306.216368570247,0.0176136963394924,0.044518773709284,0.39564648511015,0.692365839280232,0.806128738398505,8.13024708018147,8.29459855285433,8.2298108370012,8.24244998475131,8.28672646252965,8.28749672406332,8.18669137940633,8.31980981180822,8.26193784168047,8.29284805706428,8.11030166202519,8.24577565861225,8.32628359638021,8.22207107723257,8.35816797682145,8.35655595490044,8.168678606802,8.3499397027113,8.34980095561818,8.35225207370073,8.19158169451292,8.36848035214771,8.31464374576402,8.13480591506159,8.3050961198098,8.16824689534323,8.22629014912583,8.13930587543375,8.27633840554346,8.24456954418765,8.39786185698064,8.26458877919386,8.18459652702863,8.28195323406857,8.22438564865209,8.2381932847291,8.23050078338782,8.18031388012718,8.30419917530095,8.12538501992137,8.27488368767563,8.16852496603186,8.31859809158366,8.2494122499833
"PCGF6","PCGF6",81.1651755888761,0.0382305800954599,0.0966367653593348,0.395611131574024,0.692391923903386,0.806128738398505,6.30336802751311,6.08524393047513,6.40393535480593,6.38996630804969,6.18812204479383,6.56841948671646,6.38917388403899,6.07631630719845,6.27080049580517,6.24006730672648,6.53627137564188,6.35571682196916,6.21588798430886,6.44644241953421,5.99026354462447,6.2587207705129,6.29028417696657,6.36297498474599,6.39626600902288,6.4043290359592,6.30381807865594,6.30619137140629,6.45281362456228,6.28678341412631,6.24532047963689,6.39393108116026,6.24890467557278,6.28005498072193,6.29421907199804,6.4024069045747,5.99999119969479,6.49434764220904,6.46315920417898,6.47341810158319,6.44590634931244,6.13818024134999,6.15407727428728,6.37430035489986,6.46352122163145,6.57853082375522,6.41777217307828,6.23406652514345,6.28805834907867,6.35960926261108
"WDR61","WDR61",370.168638067163,-0.0157310495176187,0.0397670706583289,-0.395579791450491,0.69241504764676,0.806128738398505,8.57722652547336,8.36373340792133,8.55064992226045,8.59333453874298,8.45510661402819,8.64100369559015,8.52849915096683,8.5427897758594,8.55475848647392,8.41658795551118,8.64807428539971,8.58427423772252,8.49338025072131,8.51126878569389,8.45432881419639,8.52027148370693,8.50839116380576,8.47928184413118,8.57501848949111,8.55170855316864,8.64689047422409,8.58540393621946,8.52133322766624,8.55380345562395,8.47282204799457,8.44628057514907,8.53431362701131,8.59336221504848,8.52546414959819,8.46373195547404,8.43403969748363,8.49000845716481,8.56734926266727,8.63810861599443,8.50573528397433,8.46024935927428,8.53200327795588,8.63477721280502,8.51895639677804,8.52737543355379,8.62622279778359,8.50335643915176,8.44407812082166,8.48811705316677
"TMEM200A","TMEM200A",157.526463112092,0.0614718444930606,0.155503643540477,0.395308065415584,0.69261554780352,0.806269998975722,7.16194746277644,6.89302903133362,7.31288088430516,7.27429026445587,7.43604527035661,7.86867054881145,6.9720529824946,7.23337220581645,7.14650052250709,6.97124522387918,7.38698504522966,7.21640877517688,6.93784968384435,7.43710600653554,7.21876956490562,7.34605892528416,6.82328090353114,7.06042116996398,7.25118067516161,7.1513258450076,6.7094481435857,7.44469252188554,7.12489173439494,7.34131108983986,7.07668593761683,7.98347297646369,7.68626674804044,7.08166652523517,7.19328402889808,7.35400446221401,7.41750153549839,7.45709587856589,7.67015291039948,6.83297123394328,7.22607425055167,7.32135858731027,7.11360055309626,6.9546505712241,7.18435045377057,7.48549319960934,7.04002635262476,7.30490806257229,7.26710292245203,7.21944699834451
"ENSG00000179938","ENSG00000179938",34.8271295481712,-0.0518949068398924,0.131292509774411,-0.395261747445144,0.6926497268775,0.806269998975722,5.07775350004552,4.96061784687335,5.12867549511544,5.07551201428804,5.02648016383263,4.98262077377039,5.16671644444059,5.31701197571521,5.16890994094692,5.37344271151162,5.05956225502505,5.00412926266951,5.10432084697472,5.22147518557036,5.44153809440687,5.24932594290113,5.02410035326582,4.95723252541224,4.9920532220943,5.04204269142036,5.04689052794651,5.02898095247752,5.06410727608336,4.90447400918682,5.2136449056165,4.93252731074365,5.06042768060113,5.21713203367032,5.15103958780174,5.02995309006216,5.42972163672724,5.28256950963993,5.07098901739539,5.13736122060009,5.04316102454726,5.20879519899645,5.06466505341539,4.77922477469899,4.94973038788908,5.00594027755261,5.16812367540955,5.00734666086669,5.04549953948006,4.97829552430888
"GTDC1","GTDC1",536.638027065575,-0.0184492403024396,0.0466813745137005,-0.395216304032028,0.692683261204064,0.806269998975722,8.96616597539361,8.99852556757827,9.01333286236071,9.03512222100725,9.18896737515326,9.13937634651468,8.98215781893057,8.94633733644072,9.19392588464287,9.09012647688258,9.14397632431788,9.21655994402537,8.99666809116058,9.07781626889587,9.07787035270476,9.11732564789904,9.16800268856906,9.05008372783683,9.13535489857249,9.09665076870404,9.21244280634018,9.02983163465087,9.03423311149898,9.09955690083703,8.98537007679701,9.10467263355387,9.16415376921113,9.07259921369412,8.93863238228493,9.0067347724169,8.85299919191556,8.9769699045131,9.09294847407998,8.96091082795116,9.00457317551519,8.95366914144663,9.02992970423495,9.00845378364642,9.07916637700694,9.19370466652432,9.11469349510509,9.10991563312739,9.0473634912017,9.0531685190937
"ABHD6","ABHD6",234.409284876026,-0.0513458014293136,0.129967016539511,-0.395067939516055,0.692792748901397,0.806340447304277,7.87673102784572,7.95744949625824,7.80628711131283,7.85943449174546,7.86929109565651,8.20756623936861,7.90930385035131,7.52975875952015,7.84606945701575,7.68778288251819,7.73583126718528,8.15543671324631,7.77722475291019,7.6639493111413,7.61293966834153,7.7817488943744,8.03446015889677,8.31177486186557,7.804910526898,8.04024990665527,8.21271133856988,7.65820051066852,7.65776604136965,7.6612406753191,7.92849434386527,7.73382571160766,8.22912053395111,7.76586326255504,7.71500236149908,7.50732658400221,7.60711303313215,7.44450719987807,7.66545357443966,7.73099383932227,7.47631571973969,7.67408733316349,7.73588416175134,7.9932826855778,7.59946209489388,8.14230827819485,8.23944498070541,8.22471036367011,7.71016369168422,7.77213688964375
"ASPSCR1","ASPSCR1",314.059387173205,0.0406962903229214,0.103037074210496,0.394967448704746,0.692866911165534,0.806369773362122,8.32475610027238,8.45359881852762,8.1764765355764,8.35516104038641,8.02490811587929,8.06218181300217,8.20440296906014,8.44745274586969,8.14088332112984,8.31492493525976,7.92797277314947,8.17807381358935,8.63749236185635,8.35000822300866,8.39186052632206,8.30891873213135,8.29646917339758,8.30765452728456,8.42070946252188,8.47944188890265,8.27435314184808,8.43617679188611,8.51229510033145,8.19073807718234,8.4888852414891,7.9148503297256,8.04444785388045,8.26731206335124,8.24213786129177,8.44509630752813,8.76300713777874,8.11696698053042,8.01880391243511,8.08250476773492,8.19744743828925,8.38751657867914,8.29644278961229,8.12417449288975,8.1670167770375,8.15354249591997,8.37972041882875,8.01392666069294,8.32690061412107,8.17447192211528
"HBS1L","HBS1L",717.816242385214,-0.0216123890298449,0.054747431620781,-0.394765350446892,0.693016068683236,0.806458146999703,9.57080971192997,9.30183042803056,9.52189563234829,9.46338128119172,9.49823938687652,9.71885730678238,9.46106184754381,9.46845700608568,9.53948923884737,9.39013611948139,9.5580843182752,9.56772488343208,9.29374827702616,9.45427897218283,9.2965822684317,9.44943662447642,9.39627193953253,9.40896273847955,9.42241487093773,9.33086902601334,9.56910333795193,9.4050938054554,9.37441976496221,9.536054952438,9.45168727662773,9.65804158056448,9.56559043702886,9.51611099773394,9.48633441652168,9.48550161052164,9.36413894582354,9.5831158888839,9.62917583306078,9.43369319483549,9.43904117426881,9.4345568349217,9.45919024285192,9.65922381464642,9.40674512410662,9.52701655611513,9.40011434834254,9.65228751785705,9.47869909215605,9.50108822766821
"PRNP","PRNP",1377.26748224632,0.0481860759526306,0.122072933429149,0.394731859053733,0.693040787973027,0.806458146999703,10.7010425806483,10.1691177640053,10.616969619673,10.3004066732691,10.2840683767812,10.738465674499,10.3337126315149,10.1879218399824,10.263298624023,10.2086583346365,10.6637424686471,10.4208548043927,9.82708327495557,10.5189780344198,10.3926038990922,10.2326194352254,10.5101698921269,10.4189239318313,10.5249610333937,10.4300596835014,10.5759691911975,10.2630033615842,10.1270534928628,10.3713187174018,10.3000181462738,10.8141111356353,10.4395389995429,10.3637463406575,10.2886959451745,10.2181023220956,10.0890688569903,10.5922537774185,10.5618657674916,10.5823806138763,10.1898273079766,10.1324344016028,10.1280287038112,10.2141931902506,11.1113260638368,10.576244326974,10.222638903167,10.6503767508232,10.3608754503174,10.1368181012123
"NUMBL","NUMBL",134.138158360409,0.0532814456686855,0.135187935873105,0.394128701829565,0.693486021494032,0.806919225744628,6.84794587451763,6.98884196828596,7.16667626697117,7.05186772443402,7.10240749469975,7.08568949234176,6.84930086159745,7.19034759703883,6.96446461836132,7.12204808457103,6.78785716554906,6.66375117302276,7.34571491215104,6.89420504579889,7.19175856074629,6.86820997979234,6.92304031676769,7.02012667228301,7.10675604466047,6.793299018782,6.63163033603884,7.23652092304113,7.17506974877055,7.09383611878176,7.07168932451622,7.21948041781724,7.45870675893376,6.79730284683412,6.99124179361878,7.06227079377609,7.56949763474703,7.15691177067509,7.11295212198773,6.53056820652435,7.03360686960624,7.0591219931166,7.03580753425452,6.72047164255502,6.92658525351806,7.09618747023221,6.93746808647614,6.93596813874915,7.46065663075483,6.86321065522089
"PIGG","PIGG",628.741373988913,0.030313754756807,0.0769311206376043,0.394037608000078,0.69355327357415,0.806940462711538,9.06141430398729,9.55719925556486,9.11092364305848,9.23369986764714,9.28942118566673,9.02315589750484,9.14596314270173,9.44504677045843,9.33447674295965,9.38360770770951,9.16051080785483,9.24348191013908,9.46311460946529,9.34864330484944,9.52039552801445,9.41075690438517,9.33341138414319,9.40783734400187,9.25853260945527,9.31518194199392,9.19574060520825,9.25995628589829,9.28230490608123,9.29099419329006,9.50259703829636,9.06882090517279,9.23816866104153,9.14567052988719,9.24714150290834,9.44638199153465,9.54718781175973,9.11050330501745,8.98806935326936,9.26152291702299,9.34105851911813,9.34051008009133,9.37810798857134,9.12661379371984,9.14900933396721,9.25580451993051,9.37855782039215,9.07855895516354,9.3604696710614,9.3487292595157
"ATG4A","ATG4A",192.760002606987,-0.0348562200642714,0.0884830226601375,-0.393931163474758,0.693631861711149,0.806974885104854,7.79555851119899,7.55503959637339,7.60810614257616,7.61190946613748,7.46175406703177,7.6304548947482,7.75491782696229,7.54918318993281,7.49626317060998,7.60140576616694,7.61179323953443,7.6664857204382,7.34197714859816,7.61618109511687,7.58951757438295,7.46433859580949,7.83661365358243,7.69856012736864,7.67098584813686,7.40551842735092,7.85320679130795,7.64831028183117,7.41478051506164,7.54849491117875,7.33042160055254,7.79941910388608,7.48323618869217,7.60981174717884,7.50530683331145,7.27542302789087,7.22569283393315,7.77627070024908,7.65790206512156,7.77832921083718,7.5943801603253,7.5747674205228,7.53212389100547,7.76662001987539,7.55356351027746,7.53031328337838,7.48080688235371,7.49119140053604,7.30859816878589,7.48578427397668
"RAB30-AS1","RAB30-AS1",121.620121787904,0.0435574640282992,0.110747577903641,0.393303987796442,0.694094973248125,0.807456627539568,6.65935586980115,6.72844902659798,6.75202161897475,6.95800339105148,7.03951176244894,6.62923050946757,6.69998150895111,7.04152676339664,7.12687798687708,7.03690015805018,7.01164652180094,6.66058721724542,7.10512404079339,6.89486049887046,6.78768153270854,6.77169287806998,6.72833710459512,6.83246504883833,6.82541308668333,6.91195237638235,6.6835670215734,6.88462243373995,6.9524992104785,7.16991424631984,7.09315231773361,6.79344572115801,6.94065689017515,6.56199214539374,6.86143712002562,7.09487997810313,7.24782015982677,6.93993143882942,7.01060137330638,6.61863477073192,7.16259164147644,7.23276560635642,6.9718349013157,6.91262882032243,6.68037517836944,6.93242691216163,6.9857537814331,6.75082992221523,6.8781048347837,6.99191548333267
"CFAP70","CFAP70",203.459332867139,-0.105752363778855,0.269009563683197,-0.39311748746374,0.694232708630734,0.807559811099169,7.05541995274176,7.36596417870886,7.4638855844224,7.38800723201613,8.03137240066747,7.1050125784488,7.09060917708792,8.07042552942113,7.41804443120193,8.37212747238342,7.07460011363491,7.45131320937062,8.09393610158993,7.25780765808289,7.1573952419815,7.50090408890442,7.74582437784518,7.39101523073988,6.94012165700933,7.5762716754956,7.80218971174249,6.99854343969814,7.12200998638057,7.89498918549492,7.44636787111975,6.87324800635079,7.25317366713336,6.92079690818134,7.97209943044414,7.65762516970821,7.4143958704644,6.82031363546597,6.91191584325665,6.99178122535057,7.34584846570913,7.2649260571199,8.31802063755397,8.5280319475007,7.15908034293429,7.32306203397217,8.66698449780285,7.0700818026308,7.19518876227971,8.18730918208704
"ATG4D","ATG4D",115.285421826068,-0.0352779402007217,0.0897690678684103,-0.39298547972487,0.694330205908868,0.807616176783955,6.95421493278389,7.02879043042502,6.9334845872425,6.76109880037319,6.75302111519541,6.71570706632741,7.00631883233789,6.68527805649794,6.77976094772066,7.01060497309844,6.52289902106038,6.79376091694134,7.01705448723815,6.8239056881985,6.97737175995504,6.85869415853402,6.99257408877487,6.77346181402335,6.80129912885476,6.82841156460474,7.12756710770101,6.94186441058075,6.77477633640443,6.68075486771111,6.72472976213233,6.73394020371455,6.63307287217415,6.71166832686702,6.76086377054435,6.75092553589986,6.97820169552111,6.87095501615241,6.6338348585477,6.98843564611137,6.67874716413876,6.87799298324131,6.72435561523678,6.82282172984532,7.00497164110786,6.60957411005562,7.01202641180423,6.89096166458653,6.77833924238189,6.88023406372385
"TMEM80","TMEM80",142.823923782788,-0.0529215068356342,0.134724342141987,-0.392813251074255,0.694457416848255,0.807660046129592,6.83661743379082,7.2788707151774,6.70253876258083,7.53164362242519,6.99280600382268,7.22687517795391,7.08520881545415,7.08712244455935,7.31386401645763,7.1233889918096,6.60505472071526,7.32199025923214,7.51797739260161,6.84809349256614,6.68076239321369,6.92843492083198,7.20407223097441,7.2015800265317,7.01084798175604,7.06025625153387,6.94187443421963,7.58395928748893,7.40331418183518,7.05810717716151,7.26863633886477,6.986934341633,7.24630627444647,6.96837615336154,7.09205783215133,6.99815334168679,7.02822909928903,7.28365160640054,6.96744950110711,7.12913739403768,6.80959306830245,7.04557671220564,7.02052292417435,6.93291276870904,7.2936117377366,7.15878936334043,7.29825597580442,7.28949343374953,7.35440190118531,7.37768370007966
"OTUD7A","OTUD7A",59.1825389352882,-0.0503726302180042,0.128239365610884,-0.392801617335271,0.694466010031274,0.807660046129592,5.6432204806806,5.89109626862527,5.77667312030726,6.1357067415648,6.02811267391227,5.90527332403797,5.63068043211965,5.83788773343838,6.04235746298442,5.7873787706699,5.74904591950824,5.81299207688828,6.11040070203521,5.7857776388097,5.66029860399549,5.87850287720983,5.84006040266712,6.04576024394464,5.69652346464042,5.7222328353379,5.57359593079032,5.70040629854848,5.91520107195982,6.07631615225581,6.11742759063931,5.79857811492189,6.03935186627047,5.89386411429591,5.82082097623934,5.99460195596374,6.15839667676023,5.62623191877532,5.55295749842653,5.58774840274369,5.92993660819067,5.68600545708119,5.94724150160881,5.67893802223556,5.76223220026141,5.95490624410873,6.03201233481299,5.76988403059379,5.99337238772419,6.05998412595182
"EIF3L","EIF3L",1213.79425105411,0.041008800667697,0.104434551724972,0.39267464637272,0.694559798831253,0.807712080160517,10.4234535450746,9.92573249000391,10.4378042569974,10.0573123242623,10.0434261863505,10.66593658489,10.366891203369,10.2031999635693,10.1133348452225,9.95956136605017,10.1561744856069,10.3633110091089,9.7307184667381,10.2568341450833,10.0806454305435,10.063683711952,10.0627583502481,10.1030247405156,10.2040169017031,10.1790592291836,10.4322367364636,10.2458884668035,10.1054763000188,10.2782242419552,10.1814885268354,10.5188243453885,10.2769264996368,10.5654238958991,10.4425665007558,10.1132455995752,9.90225971300407,10.456611531602,10.573227087997,10.3805195464032,10.1003988584987,10.1026211192771,10.0469292626494,10.3622808356579,10.3678578064737,10.1644517512389,10.0531311389281,10.3627407648436,10.1262538466252,9.97825894157505
"TTBK2","TTBK2",809.333464130296,-0.0199185506421669,0.0507981701409538,-0.392111577777255,0.694975773314023,0.808125286751676,9.57133096215786,9.51217033415922,9.70433568449401,9.7391216103178,9.80036882036821,9.72169153968242,9.49333678427478,9.62026435691847,9.81384215458336,9.74157923674832,9.68263516642515,9.61045122046021,9.6052390922901,9.61857020905853,9.60891322960604,9.57691909702399,9.52207029101243,9.53912835509582,9.53264358244838,9.5931983901571,9.42201757999073,9.53083624175337,9.65797953266988,9.76508230065867,9.71435357873663,9.62613661030836,9.85777189294165,9.61516107817174,9.68691754257752,9.69475574740541,9.64012487187545,9.58308390671922,9.67136189407671,9.57630400193077,9.74062743081455,9.75750958737627,9.67609162874276,9.71480133175425,9.65564246614555,9.72867007584287,9.67453795962482,9.73343454901552,9.72364073410714,9.73923697358018
"TNFRSF1A","TNFRSF1A",1216.84990601304,-0.026908932582972,0.0686364993448084,-0.392049898229656,0.695021345491591,0.808125286751676,10.3720675887622,10.2290196068222,10.1883261200048,10.2301645196911,10.2030904494007,10.2931062318748,10.3108422913423,10.1195516788962,10.1739382710598,10.6546522944049,10.1038767415177,10.0350212249091,10.2895447313855,10.0630462475969,10.3480677093735,10.225008828321,10.1597492292153,10.1637152429668,10.2182869278579,10.0961321876863,10.2833041610443,10.2445633030777,10.1396464632679,10.12933791548,10.1788671573833,10.4295015997054,10.2393579209408,10.0918812443225,10.0590445129967,10.1300893622545,10.3818708593241,10.3833807604766,10.4195908351503,10.3581937282768,10.2357672681964,10.2232259311096,10.1432016152016,10.3100957633911,10.4446498261794,10.3004495967303,10.0138548773379,10.2566298276565,10.3819644239046,10.173666583941
"NTRK2","NTRK2",239.855934656794,0.144521782656859,0.368740918930359,0.391933130383487,0.695107622894133,0.808125286751676,7.74948717750821,6.83024611089074,7.80210707397597,6.71216792047688,7.30745735499828,8.02132731298663,6.6231657450092,7.58816438411844,7.09315069958982,9.21322154936826,6.57081168589239,7.67767935046129,7.12876121782616,7.72758127824796,7.54868323185979,8.00613019120919,7.02662994537699,7.33425773779875,6.88644658191053,6.96801230049899,6.70544631995192,6.92465313378926,6.71803524379337,8.72461744932975,8.3265188708843,8.63591052433411,7.91684700288037,6.69695159061222,7.05282753276266,8.42143739340019,7.77874482459134,6.88311603076451,8.43131123939543,6.76320784999443,7.8250011770694,7.76646860875126,7.07491707189739,7.05970342418849,6.60462492612362,7.96016389134137,7.87379758106258,7.60999881841421,8.94927044175589,8.14398539933559
"NDUFA9","NDUFA9",203.677139090724,-0.0236439394115491,0.0603272515437869,-0.391928006108281,0.695111409208009,0.808125286751676,7.50424212108377,7.67406735095688,7.55922207480417,7.76441664294712,7.74446441441057,7.60986817860445,7.70607153598008,7.68134131918856,7.87324295480507,7.63046238207546,7.71035719124517,7.60053952394307,7.68706577260174,7.84754680052238,7.31976882233283,7.78475758106153,7.67337026520983,7.57804629380431,7.65552563477782,7.65953597201375,7.67355317349168,7.60544517971512,7.76810115928575,7.72798675043917,7.5930896213111,7.72704191957641,7.60794092036343,7.70412320425568,7.66991149279444,7.5483795348786,7.52668288818198,7.66812879088298,7.68317403031329,7.7539071489729,7.66963324217947,7.50252229133789,7.65340919045986,7.70580644421889,7.85539831479251,7.62930847700052,7.71026760074532,7.55705257044282,7.65274366256268,7.67820125664965
